revision,id,estado,fecha_alta_utc,fecha_inicio_utc,fecha_actualizacion_utc,fecha_fin_utc,unidad_responsable,actividad,alcance,repositorios_y_ramas,cortes_de_entrada,dependencias,resultado,verificacion,evidencias,referencia_calidad,siguiente_accion,observaciones
0,S27,finalizado,2026-09-13T20:52:22Z,,2026-09-13T20:52:22Z,2026-09-13T20:52:22Z,Watson / W-S0,"Incorporación documental: dominio, cobertura del agente y rutas necesarias",Explicación autorizada en expedientes del volcán y tres realizaciones Rust; reparto de autoridad y orden de trabajo. Sin constitución clínica ni motor de rutas.,SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje 531010ab56298605f4f2469554a9f48420ffa4a9; laboratorio b2cd1ab66b66d91578c621e5ee37a6a48bb5e020; Inmunología dominio-inmunologia fe8adf76aa030ba5ff4997be5772b5de5e4452f3,Petición humana; rectores y relevo OP-IMM-001; contrato inmunológico v0.3 y G7-RUT; continuidad material S26.,Sección 11 añadida al PDF/MD del volcán; complemento en PDF/MD de tres realizaciones Rust; entrada destacada en Léame primero. Primero dominio y sus unidades; Lenguaje continúa S26 y preserva antecedentes de rutas.,"Prefijos Markdown preservados; texto y render de las 30 páginas anteriores idénticos; tres páginas nuevas inspeccionadas. Código, texto íntegro de incorporación y huellas conservados. Publicación y espejo sujetos al cotejo de árbol del publicador.",https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/frame-significado-humano-trazabilidad-y-fidelidad/LEAME_PRIMERO.md,RETP-2026-230,"Continuar S26: salidas sin recibo, interrupción/pánico y sustitución de fuente durante lectura. Retomar cobertura de rutas en sede del dominio y agente cuando corresponda.",Alta documental posterior a la actividad; no se inventa hora de inicio. Autor del argumento: Juan Antonio Lloret Egea; edición Watson. S22/S24 y banco Bis conservan su estado. No ensayos Rust nuevos por esta incorporación ni acreditación de cobertura clínica.
8,S26,en ejecución,2026-09-13T18:46:43Z,2026-09-13T18:46:43Z,2026-09-13T20:56:56Z,,Watson / W-S0,Riesgos materiales del frame: fallos a provocar y evidencia exigible,"Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.",SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje 32410645663ea198516803afb88cf5195b584676; laboratorio 58de66b3dfba33a934da535ab341d66b3ca274c9,"S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R05: siete sondas previas fijadas para retorno rechazado, ausencia de captura, pánico y sustitución de ruta tras apertura. Copia local instrumentada; sin cambio productivo.",Banco y 25 archivos fijados antes de Cargo; fuentes R04 conservadas. Precompromiso público y espejo preceden a campaña.,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r05/README.md,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-231,"Ejecutar siete sondas R05; conservar lecturas reales, informes ausentes y sustitución de objeto con bytes iguales sin promover garantías.","S26 sigue en ejecución; doce casos globales abiertos. S22/S24 y banco Bis intactos. Ensayo Linux local sin BD, transacción durable, adquisición, GUI, fallo de hardware ni resistencia al host acreditados. Inode local no es identidad universal. S27 conserva reparto dominio/agente/Lenguaje."
9,S26,en ejecución,2026-09-13T18:46:43Z,2026-09-13T18:46:43Z,2026-09-13T20:59:20Z,,Watson / W-S0,Riesgos materiales del frame: fallos a provocar y evidencia exigible,"Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.",SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje 32410645663ea198516803afb88cf5195b584676; laboratorio 58de66b3dfba33a934da535ab341d66b3ca274c9,"S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.",R05: siete sondas conformes al banco. Rechazo y falta de captura permiten relectura sin acreditar entrega. Pánico impide MaterialRun final. Ruta sustituida con bytes iguales conserva concordancia pese a cambio de objeto: límite confirmado.,"Una campaña Rust/Cargo 1.98.0 offline; siete aserciones de caso conformes, fuentes y precompromiso intactos; dos pánicos provocados y capturados sólo por el arnés. Sin protección productiva ante pánico acreditada.",https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r05/README.md,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-232,Definir recepción explícita de terminación sin informe y alcance de identidad de fuente antes de integrar; después cualificar abort/interrupción de proceso y montaje completo. S26 permanece abierto; conservar Bis/S24.,"S26 sigue en ejecución; doce casos globales abiertos. S22/S24 y banco Bis intactos. Ensayo Linux local sin BD, transacción durable, adquisición, GUI, fallo de hardware ni resistencia al host acreditados. Inode local no es identidad universal. S27 conserva reparto dominio/agente/Lenguaje."
10,S26,en ejecución,2026-09-13T18:46:43Z,2026-09-13T18:46:43Z,2026-09-13T21:13:18Z,,Watson / W-S0,Riesgos materiales del frame: fallos a provocar y evidencia exigible,"Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.",SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje b6be761da7223d9f26e5d7a41b83092330597276; laboratorio 8a989c78b69b7a944a4fa1d5195c82d254d80b8a,"S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06: recepción contractual de terminación sin informe y alcance de identidad de fuente. Se separan informe, observación de terminación y efecto; mínimo de encargo/referentes autorizados y contenido consumido; continuidad de soporte sólo si su perfil la exige. Ocho discriminadores especificados, cero ejecutados.","Fuentes cotejadas por blobs contra corte vigente; campañas anteriores y registros conservados. Verificación documental, sin nueva compilación ni protección ejecutable acreditada.",https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/README.md,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-233,"Preparar variante local con correlación explícita, informe y terminación separados y ligadura de contenido admitido-consumido; precomprometer código, fixtures, cuotas y oráculos antes de ejecutar T01/T02/T05/T06. Después concretar observador de proceso y T03/T04/T08; T07 con barreras propias. Conservar S26, Bis y S24.","Recepción de obligaciones, no cierre material. Doce casos globales S26 abiertos; R2/R3/R4, DFL y Bis conservan alcance. No GUI, BD, nueva identidad universal ni selección de host. S27 y el dominio permanecen en su sede."
11,S26,en ejecución,2026-09-13T18:46:43Z,2026-09-13T18:46:43Z,2026-09-13T21:59:24Z,,Watson / W-S0,Riesgos materiales del frame: fallos a provocar y evidencia exigible,"Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.",SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje 11d441c979c549b7fa459635df014ae987ccde1f; laboratorio 3a3a1d6a4101602edb1324012b1d8406125849eb,"S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.",R07: ocho oráculos cumplidos; cuatro reproducciones de debilidades en auxiliares heredados. Elusión de guardas bajo -O; checkpoint ajeno aceptado; escritura parcial local ante error de archivo. Dos controles positivos y dos rechazos normales.,Banco publicado antes de ejecutar: Lenguaje a243bd096502580d91fe5166ceb1ebb478f10681; laboratorio f8c7e21817ca4842ce0ad3904e023962419c9b3c. Conductor Rust 1.98.0; Python 3.12.14 sólo como objeto bajo prueba. Fuentes y binario conservados; ocho salidas y estados retenidos.,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r07/RESULTADOS.md,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-234,Preparar reparación acotada de auxiliares con Rust como primera opción y conservar los testigos R07. R06 mantiene correlación e identidad admitido-consumido pendientes; S26 y Bis abiertos; S24 pendiente.,"Cuatro debilidades reproducidas no son cuatro protecciones. Cero reparaciones acreditadas. Transporte GitHub simulado; archivos locales reales. Sin prueba de RAM física, durabilidad, host o GUI; sin invalidación retrospectiva de campañas. Python no administra ni publica este expediente."
12,S26,en ejecución,2026-09-13T18:46:43Z,2026-09-13T18:46:43Z,2026-09-13T22:22:09Z,,Watson / W-S0,Riesgos materiales del frame: fallos a provocar y evidencia exigible,"Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.",SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente,Lenguaje 0152c858e05bb51b3555ac5e998f526e9693ee5c; laboratorio 6e6e5f3e61095519b3041f1484c28dd98b72a76d,"S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.",R08: candidata auxiliar Rust con quince oráculos cumplidos en dos perfiles (30 concordancias). Guardas explícitas; cotejo completo de descriptores; preparación separada de cinco archivos; rechazo de salida incompleta o alterada. Antecedentes R07 conservados.,Banco precomprometido en Lenguaje 0152c858e05bb51b3555ac5e998f526e9693ee5c y laboratorio 6e6e5f3e61095519b3041f1484c28dd98b72a76d. Rust 1.98.0: debug y optimizado con debug-assertions=no; ambos 15/15 y salida 0. P08 ensaya cinco posiciones de error tras escritura. Evidencia en r08/RESULTADOS.md.,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r08/RESULTADOS.md,https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-235,Usar la candidata para preparar y comprobar esta recepción y cotejar sus árboles remotos. Retomar R06 con correlación e identidad admitido-consumido; precomprometer T01/T02/T05/T06 antes de ejecutarlos. S26 y Bis abiertos; S24 pendiente.,"Cualificación acotada del auxiliar; no cierre material SV. La preparación no sustituye cinco archivos atómicamente. La comparación no acredita autoridad ni frescura por sí sola ni hace CAS remoto. Sin prueba de corte de energía, RAM física, host o GUI. Cero ejecuciones Python en R08; no se reescriben las herramientas heredadas."
"13","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T05:14:04Z","","Watson / W-S0","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje d589123304905a9162148e73946914382dba995d; laboratorio a0f4aba91af549e80cfaf3daf6379dc05d158204.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06 LOCAL01: trece oráculos cumplidos en dos perfiles Rust. Informe y terminación separados; captura parcial conservada ante pánico; consumidor recibe descriptor admitido pese a sustitución de ruta. Pretensión de continuidad del soporte no acreditada explícitamente.","Precompromiso Lenguaje 8cb31db106b5621b105a5b8e0d469bf0fc8819a1 y laboratorio 1b01d66ff1c531d84f596ccf075bc3bef275b81d, anterior a las campañas. Rust 1.98.0 offline/locked: debug y release sin debug-assertions; ambos 13/13 y salida 0. Cuatro pánicos deliberados observados entre ambas campañas; escritura local de P06 conservada. Evidencia en r06/local01/RESULTADOS.md.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/local01/RESULTADOS.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-236","Concretar y precomprometer el observador de proceso para R06 T03/T04/T08; T07 con barreras de mutación y dependencias propias. Integración del recorrido completo pendiente. S26 y Bis abiertos; S24 pendiente. R06 no es cierre de R0.","Cualificación local T01/T02/T05/T06; cero casos globales S26 cerrados. Catch_unwind no sobrevive abort ni pérdida del proceso/host. Captura local no acredita pantalla, adquisición física, transacción durable ni efecto externo. No se acredita rollback ni ejecución exactamente una vez. Cero Python; núcleo y campañas previas intactos."
"14","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:03:06Z","","Watson / W-S0","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 2135c89ed3e6f9e28a77d11dc3d4dd5a8b85a7ab; laboratorio 37fa52af4e3091aa8aea3565f0dc144e73d4654a.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06 PROCESO01: protocolo y catorce casos preparados para observar terminación de hijo, informes tardíos o duplicados y fallos de canal. Compilación preparatoria disponible; ninguna ejecución de los casos.","Código Rust y oráculos previos; 99 fuentes y piezas cotejadas contra el corte canónico. Registro de apertura en el padre, barreras explícitas y cuotas de canal. Sucesos y evidencia vinculados en Calidad y laboratorio.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/proceso01/README.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/proceso01","S26/R06/PROCESO01: expediente de Calidad; RETP-2026-236 como antecedente LOCAL01.","Ejecutar los catorce casos tras publicar y cotejar el precompromiso; conservar ambas campañas y recibir los resultados. T07 e integración completa pendientes. S26 y Bis abiertos; S24 pendiente.","Protocolo experimental bajo un anfitrión confiable; no acredita supervivencia del padre, durabilidad, aislamiento hostil, GUI ni efecto externo. Sin reintento automático ni cambio de núcleo. Seguimiento por revisiones de S26, sin nuevo asiento RETP."
"15","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:10:55Z","","Watson / W-S0","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 3f306da4e4896a0738ef1bb3a9775a42219437b2; laboratorio e04e51d2d9f17d9aebb4545e950c789d00fac67e.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","PROCESO01 impedido por EPERM al abrir canal Unix, antes de crear el hijo; cero casos completados. PROCESO02 prepara catorce casos con tuberías anónimas y precompromiso propio.","Impedimento y apertura inicial conservados; compilación preparatoria de PROCESO02 correcta. Mismos oráculos de terminación/correlación; P10 fija plazo desde barrera recibida. Sin pruebas de comportamiento de PROCESO02 al incorporar este registro.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/proceso02/README.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/proceso02","S26/R06/PROCESO01: impedimento; S26/R06/PROCESO02: banco en Calidad y laboratorio. RETP-2026-236 conserva su alcance de antecedente.","Ejecutar PROCESO02 debug y release después de publicar su precompromiso; conservar el impedimento de PROCESO01. T07, integración, S26 y Bis abiertos; S24 pendiente.","Protocolo experimental bajo un anfitrión confiable; no acredita supervivencia del padre, durabilidad, aislamiento hostil, GUI ni efecto externo. Sin reintento automático ni cambio de núcleo. Seguimiento por revisiones de S26, sin nuevo asiento RETP."
"16","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:16:37Z","","Watson / W-S0","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 957bd49c3c23d1e5b7ae5dba8ffadac18e2d9253; laboratorio cc882b54f5ffb20b37ad0923733e34ec783a6097.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","PROCESO02 incompleto: P01 discrepante por cuota JSON, P02 conforme, P03 interrumpido y P04-P14 sin iniciar. PROCESO03 precompromete captura fragmentada y catorce casos; sin ejecución al incorporarse.","La captura escapada excedía la cuota de 8192 bytes del decodificador existente. Antecedentes y evidencia incompleta conservados. Corrección de transporte y conservación del canal antes de la espera final; núcleo y oráculos históricos intactos.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/proceso03/README.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/proceso03","S26/R06/PROCESO03: banco de Calidad y laboratorio; PROCESO01/02 conservan sus resultados. RETP-2026-236 es antecedente LOCAL01.","Ejecutar PROCESO03 en debug y release después de publicar el precompromiso; no recontar los intentos anteriores. T07 e integración pendientes; S26/Bis abiertos, S24 pendiente.","Protocolo experimental bajo un anfitrión confiable; no acredita supervivencia del padre, durabilidad, aislamiento hostil, GUI ni efecto externo. Sin reintento automático ni cambio de núcleo. Seguimiento por revisiones de S26, sin nuevo asiento RETP."
"17","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:22:03Z","","Watson / W-S0","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromiso Lenguaje 2038f55685f8d6a406b837012a0731afcadc597e; laboratorio 223bc1dedd847b93664c64018c75d7ae95699a44.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06 PROCESO03: catorce casos conformes en debug y catorce en release. Observación de aborto y terminación real del hijo; captura y escritura previas conservadas; informes tardíos y contradictorios separados. EOF y plazo no equivalen a terminación.","28 concordancias y ambas campañas con salida 0, tras precompromiso cotejado. Siete piezas del banco y 99 fuentes intactas. Evidencia completa con canales, fronteras y salidas finales. PROCESO01 impedido y PROCESO02 incompleto conservan sus resultados propios.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/proceso03/RESULTADOS.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/proceso03","S26/R06/PROCESO03: resultados y evidencia en Calidad y laboratorio; RETP-2026-236 conserva su alcance de antecedente LOCAL01.","Preparar T07: modificación del mismo objeto, restitución A-B-A y dependencia de otro corte, con barreras y oráculos previos. Integración completa pendiente. S26/Bis abiertos; S24 pendiente.","Cualificación local T03/T04/T08 bajo anfitrión confiable. No acredita integridad física de RAM, supervivencia del padre o anfitrión, durabilidad, efecto externo, GUI ni límites universales de recursos. Sin Python/Java, reintentos ni cambio de núcleo. Cero casos globales S26 cerrados."
"18","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:36:16Z","","Watson / W-S26","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromiso Lenguaje 2038f55685f8d6a406b837012a0731afcadc597e; laboratorio 223bc1dedd847b93664c64018c75d7ae95699a44.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06 PROCESO03: catorce casos conformes en debug y catorce en release. Observación de aborto y terminación real del hijo; captura y escritura previas conservadas; informes tardíos y contradictorios separados. EOF y plazo no equivalen a terminación.","28 concordancias y ambas campañas con salida 0, tras precompromiso cotejado. Siete piezas del banco y 99 fuentes intactas. Evidencia completa con canales, fronteras y salidas finales. PROCESO01 impedido y PROCESO02 incompleto conservan sus resultados propios.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/proceso03/RESULTADOS.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/proceso03","S26/R06/PROCESO03: resultados y evidencia en Calidad y laboratorio; RETP-2026-236 conserva su alcance de antecedente LOCAL01.","Preparar T07: modificación del mismo objeto, restitución A-B-A y dependencia de otro corte, con barreras y oráculos previos. Integración completa pendiente. S26/Bis abiertos; S24 pendiente.","Cualificación local T03/T04/T08 bajo anfitrión confiable. No acredita integridad física de RAM, supervivencia del padre o anfitrión, durabilidad, efecto externo, GUI ni límites universales de recursos. Sin Python/Java, reintentos ni cambio de núcleo. Cero casos globales S26 cerrados. Corrección de identificación en revisión 18: W-S26 identifica de forma estable a la unidad que retomó S26 con la recepción de R06/LOCAL01 (revisión 13; publicación Lenguaje 2135c89ed3e6f9e28a77d11dc3d4dd5a8b85a7ab). Las revisiones 13-17 conservaron por arrastre W-S0; esta nota corrige su identificación de seguimiento, sin atribuir a la unidad receptora la ejecución heredada de LOCAL01. Las instantáneas anteriores permanecen intactas. W-S26 se mantiene durante toda la intervención de esta unidad, incluso al pasar a otro suceso. Regularización documental sin nuevos ensayos; resultados, evidencias y siguiente acción conservados."
"19","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-14T06:50:55Z","","Watson / W-S26","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 9b8418441b981e50586451485604cf68e3a5477d; laboratorio 882f1813feb739a9f5c10e3001816d32185671b8.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","R06 T0701: trece casos preparados para modificación del mismo objeto, restitución A-B-A, copia recibida y mezcla de referencias r1/r2. Banco compilado; ninguna ejecución al incorporar este precompromiso.","107 fuentes cotejadas contra el corte vigente. Barreras de lectura de 3072 bytes, escrituras sobre el mismo objeto y oráculos literales previos. Reutiliza ReceivedBytes, admisión, certificación y consumidor LOCAL01 sin modificarlos.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/t0701/README.md ; https://github.com/juantoniolloretegea/SV-matematica-semantica-cuaternaria/tree/lab/playground-sv-permanente/laboratorio/tareas-watson/riesgos-materiales-s26/r06/t0701","S26/R06/T0701: precompromiso en Calidad y laboratorio. LOCAL01/RETP-236 y PROCESO03 mantienen sus evidencias y alcances.","Ejecutar T0701 en debug y release tras publicar y cotejar el precompromiso. Recibir sus resultados sin cerrar por suma de sondas la integración. S26 y Bis abiertos; S24 pendiente.","Cualificación local T03/T04/T08 bajo anfitrión confiable. No acredita integridad física de RAM, supervivencia del padre o anfitrión, durabilidad, efecto externo, GUI ni límites universales de recursos. Sin Python/Java, reintentos ni cambio de núcleo. Cero casos globales S26 cerrados. Corrección de identificación en revisión 18: W-S26 identifica de forma estable a la unidad que retomó S26 con la recepción de R06/LOCAL01 (revisión 13; publicación Lenguaje 2135c89ed3e6f9e28a77d11dc3d4dd5a8b85a7ab). Las revisiones 13-17 conservaron por arrastre W-S0; esta nota corrige su identificación de seguimiento, sin atribuir a la unidad receptora la ejecución heredada de LOCAL01. Las instantáneas anteriores permanecen intactas. W-S26 se mantiene durante toda la intervención de esta unidad, incluso al pasar a otro suceso. Regularización documental sin nuevos ensayos; resultados, evidencias y siguiente acción conservados. T0701 precompromete barreras síncronas locales; no ofrece continuidad de soporte ni demuestra concurrencia hostil o adquisición atómica del conjunto."
